Taxon,Domain,Major_Clade,Minor_Clade,Shallow_Clade
Amplectina_cordis,Eukaryota,SAR,Alveolata,Apicomplexa
Ancora_sagittata,Eukaryota,SAR,Alveolata,Apicomplexa
Anthozoaphila_gnarlus,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_bigemina,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_bovis,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_caballi,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_divergens,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_duncani,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_gibsoni,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_goethfordi,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_microti,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_ovata,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_ovis,Eukaryota,SAR,Alveolata,Apicomplexa
Babesia_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Belladina_schistomeringa,Eukaryota,SAR,Alveolata,Apicomplexa
Besnoitia_besnoiti,Eukaryota,SAR,Alveolata,Apicomplexa
Blabericola_migrator,Eukaryota,SAR,Alveolata,Apicomplexa
Cardiosporidium_cionae,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_alienae,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_caprellina,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_cf_communis,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_cola,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_hippola,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_quadrae,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Cephaloidophora_squarepantsi,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_andersoni,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_baileyi,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_bovis,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_canis,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_felis,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_hominis,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_meleagridis,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_muris,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_parvum,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_proliferans,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_ryanae,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_serpentis,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_tyzzeri,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_ubiquitum,Eukaryota,SAR,Alveolata,Apicomplexa
Cryptosporidium_xiaoi,Eukaryota,SAR,Alveolata,Apicomplexa
Cyclospora_cayetanensis,Eukaryota,SAR,Alveolata,Apicomplexa
Cystoisospora_suis,Eukaryota,SAR,Alveolata,Apicomplexa
Devanium_cincinnus,Eukaryota,SAR,Alveolata,Apicomplexa
Devanium_robustum,Eukaryota,SAR,Alveolata,Apicomplexa
Difficilina_tubulani,Eukaryota,SAR,Alveolata,Apicomplexa
Digyalum_oweni,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_acervulina,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_brunetti,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_falciformis,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_flavescens,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_intestinalis,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_magna,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_maxima,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_media,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_mitis,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_necatrix,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_praecox,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_stiedae,Eukaryota,SAR,Alveolata,Apicomplexa
Eimeria_tenella,Eukaryota,SAR,Alveolata,Apicomplexa
Eleutheroschizon_duboscqi,Eukaryota,SAR,Alveolata,Apicomplexa
Eugregarinorida_sp_1,Eukaryota,SAR,Alveolata,Apicomplexa
Eugregarinorida_sp_2,Eukaryota,SAR,Alveolata,Apicomplexa
Filipodium_phascolosomae,Eukaryota,SAR,Alveolata,Apicomplexa
Ganymedes_balani,Eukaryota,SAR,Alveolata,Apicomplexa
Ganymedes_themistos,Eukaryota,SAR,Alveolata,Apicomplexa
Gregarina_niphandrodes,Eukaryota,SAR,Alveolata,Apicomplexa
Gregarina_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Gregarina_sp_Poly39,Eukaryota,SAR,Alveolata,Apicomplexa
Haemoproteus_columbae,Eukaryota,SAR,Alveolata,Apicomplexa
Hammondia_hammondi,Eukaryota,SAR,Alveolata,Apicomplexa
Heliospora_caprellae,Eukaryota,SAR,Alveolata,Apicomplexa
Hepatocystis_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Kinetosphaera_horologium,Eukaryota,SAR,Alveolata,Apicomplexa
Klossia_helicina,Eukaryota,SAR,Alveolata,Apicomplexa
Lankesteria_abbotti,Eukaryota,SAR,Alveolata,Apicomplexa
Lankesteria_halocynthiae,Eukaryota,SAR,Alveolata,Apicomplexa
Lankesteria_metandrocarpae,Eukaryota,SAR,Alveolata,Apicomplexa
Lecudina_cf_platynereidis,Eukaryota,SAR,Alveolata,Apicomplexa
Lecudina_lumbrinella,Eukaryota,SAR,Alveolata,Apicomplexa
Lecudina_oxydromus,Eukaryota,SAR,Alveolata,Apicomplexa
Lecudina_sylla,Eukaryota,SAR,Alveolata,Apicomplexa
Lecudina_tuzetae,Eukaryota,SAR,Alveolata,Apicomplexa
Legerella_nova,Eukaryota,SAR,Alveolata,Apicomplexa
Lentusidium_euphilomedae,Eukaryota,SAR,Alveolata,Apicomplexa
Loxomoprha_cf_harmothoe,Eukaryota,SAR,Alveolata,Apicomplexa
Lunidium_laculatum,Eukaryota,SAR,Alveolata,Apicomplexa
Lunidium_melongena,Eukaryota,SAR,Alveolata,Apicomplexa
Margolisiella_islandica,Eukaryota,SAR,Alveolata,Apicomplexa
Merocystis_kathae,Eukaryota,SAR,Alveolata,Apicomplexa
Metzidium_perlucensae,Eukaryota,SAR,Alveolata,Apicomplexa
Monocystis_agilis,Eukaryota,SAR,Alveolata,Apicomplexa
Neospora_caninum,Eukaryota,SAR,Alveolata,Apicomplexa
Nephromyces_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Ophryocystis_elektroscirrha,Eukaryota,SAR,Alveolata,Apicomplexa
Paralecudina_anankea,Eukaryota,SAR,Alveolata,Apicomplexa
Paralecudina_grappleria,Eukaryota,SAR,Alveolata,Apicomplexa
Paralecudina_heriota,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_adleri,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_berghei,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_billcollinsi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_blacklocki,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_brasilianum,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_chabaudi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_coatneyi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_cynomolgi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_delichoni,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_falciparum,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_fragile,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_gaboni,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_gallinaceum,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_gonderi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_homocircumflexum,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_inui,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_knowlesi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_malariae,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_praefalciparum,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_reichenowi,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_relictum,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_vinckei,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_vivax,Eukaryota,SAR,Alveolata,Apicomplexa
Plasmodium_yoelii,Eukaryota,SAR,Alveolata,Apicomplexa
Platyproteum_sp_A,Eukaryota,SAR,Alveolata,Apicomplexa
Platyproteum_sp_B,Eukaryota,SAR,Alveolata,Apicomplexa
Platyproteum_vivax,Eukaryota,SAR,Alveolata,Apicomplexa
Polyplicarium_lacrimae,Eukaryota,SAR,Alveolata,Apicomplexa
Polyplicarium_translucidae,Eukaryota,SAR,Alveolata,Apicomplexa
Polyrhabdina_disparis,Eukaryota,SAR,Alveolata,Apicomplexa
Polyrhabdina_hyacinthensis,Eukaryota,SAR,Alveolata,Apicomplexa
Polyrhabdina_simplex,Eukaryota,SAR,Alveolata,Apicomplexa
Polyrhabdina_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Porospora_cf_gigantea,Eukaryota,SAR,Alveolata,Apicomplexa
Protomagalhaensia_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Protomagalhaensia_wolfi,Eukaryota,SAR,Alveolata,Apicomplexa
Pterospora_schizosoma,Eukaryota,SAR,Alveolata,Apicomplexa
Rhytidocystis_sp,Eukaryota,SAR,Alveolata,Apicomplexa
Sarcocystis_calchasi,Eukaryota,SAR,Alveolata,Apicomplexa
Sarcocystis_cruzi,Eukaryota,SAR,Alveolata,Apicomplexa
Sarcocystis_neurona,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_capillus,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_natalis,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_orientale,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_pherusae,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_pisinnus,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_pygospionis,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_serpulae,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_terebellae,Eukaryota,SAR,Alveolata,Apicomplexa
Selenidium_validusae,Eukaryota,SAR,Alveolata,Apicomplexa
Siedleckia_leitoscoloplosis,Eukaryota,SAR,Alveolata,Apicomplexa
Siedleckia_nematoides,Eukaryota,SAR,Alveolata,Apicomplexa
Theileria_annulata,Eukaryota,SAR,Alveolata,Apicomplexa
Theileria_equi,Eukaryota,SAR,Alveolata,Apicomplexa
Theileria_orientalis,Eukaryota,SAR,Alveolata,Apicomplexa
Theileria_parva,Eukaryota,SAR,Alveolata,Apicomplexa
Thiriotia_ampithae,Eukaryota,SAR,Alveolata,Apicomplexa
Thiriotia_cypherae,Eukaryota,SAR,Alveolata,Apicomplexa
Thiriotia_zilla,Eukaryota,SAR,Alveolata,Apicomplexa
Toxoplasma_gondii,Eukaryota,SAR,Alveolata,Apicomplexa
Trichotokara_eunicae,Eukaryota,SAR,Alveolata,Apicomplexa
Trollidium_quadrensis,Eukaryota,SAR,Alveolata,Apicomplexa
Urospora_pectinariae,Eukaryota,Archaeplastida,Chloroplastida,Ulvophyceae
Amphorellopsis_sp,Eukaryota,SAR,Alveolata,Ciliophora
Anaerocyclidium_porcatum,Eukaryota,SAR,Alveolata,Ciliophora
Anigsteinia_sp,Eukaryota,SAR,Alveolata,Ciliophora
Anophryoides_haemophila,Eukaryota,SAR,Alveolata,Ciliophora
Anteclevelandella_constricta,Eukaryota,SAR,Alveolata,Ciliophora
Antetintinnidium_mucicola,Eukaryota,SAR,Alveolata,Ciliophora
Apodileptus_visscheri,Eukaryota,SAR,Alveolata,Ciliophora
Aristerostoma_sp,Eukaryota,SAR,Alveolata,Ciliophora
Balantidium_cf_grimi,Eukaryota,SAR,Alveolata,Ciliophora
Balantidium_ctenopharyngodoni,Eukaryota,SAR,Alveolata,Ciliophora
Blepharisma_americanum,Eukaryota,SAR,Alveolata,Ciliophora
Blepharisma_japonicum,Eukaryota,SAR,Alveolata,Ciliophora
Blepharisma_sp,Eukaryota,SAR,Alveolata,Ciliophora
Blepharisma_undulans,Eukaryota,SAR,Alveolata,Ciliophora
Bourlandella_viridis,Eukaryota,SAR,Alveolata,Ciliophora
Brachonella_contorta,Eukaryota,SAR,Alveolata,Ciliophora
Brachonella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Brachonella_spiralis,Eukaryota,SAR,Alveolata,Ciliophora
Bursaria_truncatella,Eukaryota,SAR,Alveolata,Ciliophora
Caenomorpha_medusula,Eukaryota,SAR,Alveolata,Ciliophora
Campanella_sinica,Eukaryota,SAR,Alveolata,Ciliophora
Campanella_umbellaria,Eukaryota,SAR,Alveolata,Ciliophora
Carchesium_polypinum,Eukaryota,SAR,Alveolata,Ciliophora
Chaenea_vorax,Eukaryota,SAR,Alveolata,Ciliophora
Chilodonella_hexasticha,Eukaryota,SAR,Alveolata,Ciliophora
Chilodonella_uncinata,Eukaryota,SAR,Alveolata,Ciliophora
Chilodontopsis_depressa,Eukaryota,SAR,Alveolata,Ciliophora
Climacostomum_virens,Eukaryota,SAR,Alveolata,Ciliophora
Coleps_sp,Eukaryota,SAR,Alveolata,Ciliophora
Colpoda_aspera,Eukaryota,SAR,Alveolata,Ciliophora
Colpoda_cucullus,Eukaryota,SAR,Alveolata,Ciliophora
Colpoda_elliotti,Eukaryota,SAR,Alveolata,Ciliophora
Colpoda_inflata,Eukaryota,SAR,Alveolata,Ciliophora
Colpoda_sp,Eukaryota,SAR,Alveolata,Ciliophora
Colpoda_steini,Eukaryota,SAR,Alveolata,Ciliophora
Condylostoma_magnum,Eukaryota,SAR,Alveolata,Ciliophora
Cristigera_sp,Eukaryota,SAR,Alveolata,Ciliophora
Cryptocaryon_irritans,Eukaryota,SAR,Alveolata,Ciliophora
Cryptopharynx_sp,Eukaryota,SAR,Alveolata,Ciliophora
Cyclidium_sp,Eukaryota,SAR,Alveolata,Ciliophora
Dasytricha_ruminantium,Eukaryota,SAR,Alveolata,Ciliophora
Didinium_nasutum,Eukaryota,SAR,Alveolata,Ciliophora
Diplodinium_dentatum,Eukaryota,SAR,Alveolata,Ciliophora
Dysteria_derouxi,Eukaryota,SAR,Alveolata,Ciliophora
Enoploplastron_triloricatum,Eukaryota,SAR,Alveolata,Ciliophora
Entodinium_bursa,Eukaryota,SAR,Alveolata,Ciliophora
Entodinium_caudatum,Eukaryota,SAR,Alveolata,Ciliophora
Entodinium_furca,Eukaryota,SAR,Alveolata,Ciliophora
Entodinium_longinucleatum,Eukaryota,SAR,Alveolata,Ciliophora
Epistylis_hentscheli,Eukaryota,SAR,Alveolata,Ciliophora
Epistylis_sp,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_aediculatus,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_euryhalinus,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_focardii,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_harpa,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_magnicirratus,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_octocarinatus,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_raikovi,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_rariseta,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_vannus,Eukaryota,SAR,Alveolata,Ciliophora
Euplotes_woodruffi,Eukaryota,SAR,Alveolata,Ciliophora
Eutintinnus_sp,Eukaryota,SAR,Alveolata,Ciliophora
Fabrea_salina,Eukaryota,SAR,Alveolata,Ciliophora
Favella_ehrenbergii,Eukaryota,SAR,Alveolata,Ciliophora
Favella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Foissnerides_sp,Eukaryota,SAR,Alveolata,Ciliophora
Frontonia_sp,Eukaryota,SAR,Alveolata,Ciliophora
Frontonia_sp_B,Eukaryota,SAR,Alveolata,Ciliophora
Furgasonia_blochmanni,Eukaryota,SAR,Alveolata,Ciliophora
Geleia_acuta,Eukaryota,SAR,Alveolata,Ciliophora
Geleia_sinica,Eukaryota,SAR,Alveolata,Ciliophora
Geleia_sp,Eukaryota,SAR,Alveolata,Ciliophora
Halteria_grandinella,Eukaryota,SAR,Alveolata,Ciliophora
Haptorida_sp,Eukaryota,SAR,Alveolata,Ciliophora
Helicostomella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Heterometopus_palaeformis,Eukaryota,SAR,Alveolata,Ciliophora
Ichthyophthirius_multifiliis,Eukaryota,SAR,Alveolata,Ciliophora
Isotricha_intestinalis,Eukaryota,SAR,Alveolata,Ciliophora
Isotricha_prostoma,Eukaryota,SAR,Alveolata,Ciliophora
Kentrophoros_sp,Eukaryota,SAR,Alveolata,Ciliophora
Lacrymaria_sp,Eukaryota,SAR,Alveolata,Ciliophora
Lembadion_sp,Eukaryota,SAR,Alveolata,Ciliophora
Licnophora_macfarlandi,Eukaryota,SAR,Alveolata,Ciliophora
Litonotus_pictus,Eukaryota,SAR,Alveolata,Ciliophora
Litonotus_sp,Eukaryota,SAR,Alveolata,Ciliophora
Loxodes_cf_rostrum,Eukaryota,SAR,Alveolata,Ciliophora
Loxodes_magnus,Eukaryota,SAR,Alveolata,Ciliophora
Loxodes_sp,Eukaryota,SAR,Alveolata,Ciliophora
Loxodes_striatus,Eukaryota,SAR,Alveolata,Ciliophora
Maristentor_dinoferus,Eukaryota,SAR,Alveolata,Ciliophora
Mesodinium_chamaeleon,Eukaryota,SAR,Alveolata,Ciliophora
Mesodinium_major,Eukaryota,SAR,Alveolata,Ciliophora
Mesodinium_pulex,Eukaryota,SAR,Alveolata,Ciliophora
Mesodinium_rubrum,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_es,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_laminarius,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_major,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_paraes,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_FRESH24,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_F25B_A1A10,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_FRESH26,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_1_YWang_2025,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_F25B,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_NARRIV,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_SALT15A,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_QDUM,Eukaryota,SAR,Alveolata,Ciliophora
Metopus_sp_Sr_ci_Me01,Eukaryota,SAR,Alveolata,Ciliophora
Mesanophrys_sp,Eukaryota,SAR,Alveolata,Ciliophora
Microdiaphanosoma_sp,Eukaryota,SAR,Alveolata,Ciliophora
Moneuplotes_crassus,Eukaryota,SAR,Alveolata,Ciliophora
Moneuplotes_minuta,Eukaryota,SAR,Alveolata,Ciliophora
Monodinium_sp,Eukaryota,SAR,Alveolata,Ciliophora
Muranothrix_gubernata,Eukaryota,SAR,Alveolata,Ciliophora
Myoschiston_sp,Eukaryota,SAR,Alveolata,Ciliophora
Myriokaryon_lieberkuehnii,Eukaryota,SAR,Alveolata,Ciliophora
Nassula_variabilis,Eukaryota,SAR,Alveolata,Ciliophora
Neourostylopsis_flava_paraflava,Eukaryota,SAR,Alveolata,Ciliophora
Nolandia_orientalis,Eukaryota,SAR,Alveolata,Ciliophora
Nyctotheroides_sp,Eukaryota,SAR,Alveolata,Ciliophora
Nyctotherus_ovalis,Eukaryota,SAR,Alveolata,Ciliophora
Opercularia_sp,Eukaryota,SAR,Alveolata,Ciliophora
Ophryoscolex_caudatus,Eukaryota,SAR,Alveolata,Ciliophora
Palmarella_salina,Eukaryota,SAR,Alveolata,Ciliophora
Paralembus_digitiformis,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_bursaria,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_calkinsi,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_duboscqui,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_jenningsi,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_nephridiatum,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_sonneborni,Eukaryota,SAR,Alveolata,Ciliophora
Paramecium_tetraurelia,Eukaryota,SAR,Alveolata,Ciliophora
Paraurostyla_weiseei,Eukaryota,SAR,Alveolata,Ciliophora
Phacodinium_metchnikoffi,Eukaryota,SAR,Alveolata,Ciliophora
Philaster_sp,Eukaryota,SAR,Alveolata,Ciliophora
Plagiopyla_cf_narasimhamurtii,Eukaryota,SAR,Alveolata,Ciliophora
Plagiopyla_frontata,Eukaryota,SAR,Alveolata,Ciliophora
Platyophrya_macrostoma,Eukaryota,SAR,Alveolata,Ciliophora
Pleurotricha_setifera,Eukaryota,SAR,Alveolata,Ciliophora
Polyplastron_multivesiculatum,Eukaryota,SAR,Alveolata,Ciliophora
Prodiscophrya_collini,Eukaryota,SAR,Alveolata,Ciliophora
Prorodon_ovum,Eukaryota,SAR,Alveolata,Ciliophora
Protocruzia_adherens,Eukaryota,SAR,Alveolata,Ciliophora
Protocruzia_marianaensis,Eukaryota,SAR,Alveolata,Ciliophora
Protocruzia_tuzeti,Eukaryota,SAR,Alveolata,Ciliophora
Pseudoamphisiella_alveolata,Eukaryota,SAR,Alveolata,Ciliophora
Pseudocohnilembus_persalinus,Eukaryota,SAR,Alveolata,Ciliophora
Pseudokeronopsis_erythrina,Eukaryota,SAR,Alveolata,Ciliophora
Pseudokeronopsis_flava,Eukaryota,SAR,Alveolata,Ciliophora
Pseudokeronopsis_rubra,Eukaryota,SAR,Alveolata,Ciliophora
Pseudomicrothorax_dubius,Eukaryota,SAR,Alveolata,Ciliophora
Pseudovorticella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Remanella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Rimaleptus_mucronatus,Eukaryota,SAR,Alveolata,Ciliophora
Saprodinium_sp,Eukaryota,SAR,Alveolata,Ciliophora
Schmidingerella_arcuata,Eukaryota,SAR,Alveolata,Ciliophora
Schmidingerella_meunieri,Eukaryota,SAR,Alveolata,Ciliophora
Schmidingerella_taraikaensis,Eukaryota,SAR,Alveolata,Ciliophora
Spathidium_sp,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_ambiguum,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_caudatum,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_cf_minus,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_minus,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_semivirescens,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_subtilis,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_teres,Eukaryota,SAR,Alveolata,Ciliophora
Spirostomum_yagiui,Eukaryota,SAR,Alveolata,Ciliophora
Stenosemella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Stenosemella_steini,Eukaryota,SAR,Alveolata,Ciliophora
Stentor_coeruleus,Eukaryota,SAR,Alveolata,Ciliophora
Stentor_polymorphus,Eukaryota,SAR,Alveolata,Ciliophora
Stentor_roeselii,Eukaryota,SAR,Alveolata,Ciliophora
Strombidinopsis_acuminata,Eukaryota,SAR,Alveolata,Ciliophora
Strombidinopsis_sp,Eukaryota,SAR,Alveolata,Ciliophora
Strombidium_cf_sulcatum,Eukaryota,SAR,Alveolata,Ciliophora
Strombidium_inclinatum,Eukaryota,SAR,Alveolata,Ciliophora
Strombidium_rassoulzadegani,Eukaryota,SAR,Alveolata,Ciliophora
Strombidium_sulcatum,Eukaryota,SAR,Alveolata,Ciliophora
Stylonychia_lemnae,Eukaryota,SAR,Alveolata,Ciliophora
Stylonychia_mytilus,Eukaryota,SAR,Alveolata,Ciliophora
Sulfonecta_cf_uniserialis,Eukaryota,SAR,Alveolata,Ciliophora
Tetmemena_sp,Eukaryota,SAR,Alveolata,Ciliophora
Tetrahymena_malaccensis,Eukaryota,SAR,Alveolata,Ciliophora
Tetrahymena_thermophila,Eukaryota,SAR,Alveolata,Ciliophora
Tetrahymena_utriculariae,Eukaryota,SAR,Alveolata,Ciliophora
Thigmothrix_strigosa,Eukaryota,SAR,Alveolata,Ciliophora
Thuricola_sp,Eukaryota,SAR,Alveolata,Ciliophora
Tiarina_fusa,Eukaryota,SAR,Alveolata,Ciliophora
Tintinnopsis_buetschlii,Eukaryota,SAR,Alveolata,Ciliophora
Tintinnopsis_cylindrica,Eukaryota,SAR,Alveolata,Ciliophora
Tintinnopsis_rapa,Eukaryota,SAR,Alveolata,Ciliophora
Tintinnopsis_sp,Eukaryota,SAR,Alveolata,Ciliophora
Tintinnopsis_tocantinensis,Eukaryota,SAR,Alveolata,Ciliophora
Trachelius_ovum,Eukaryota,SAR,Alveolata,Ciliophora
Trachelocerca_sp,Eukaryota,SAR,Alveolata,Ciliophora
Trachelocercidae_sp,Eukaryota,SAR,Alveolata,Ciliophora
Trichodina_sp,Eukaryota,SAR,Alveolata,Ciliophora
Trichodinella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Trimyema_finlayi,Eukaryota,SAR,Alveolata,Ciliophora
Trimyema_sp,Eukaryota,SAR,Alveolata,Ciliophora
Urocentrum_sp,Eukaryota,SAR,Alveolata,Ciliophora
Uroleptopsis_citrina,Eukaryota,SAR,Alveolata,Ciliophora
Uronema_marinum,Eukaryota,Archaeplastida,Chloroplastida,Chlorophyceae
Urostomides_striatus,Eukaryota,SAR,Alveolata,Ciliophora
Vorticella_campanula,Eukaryota,SAR,Alveolata,Ciliophora
Vorticella_microstoma,Eukaryota,SAR,Alveolata,Ciliophora
Vorticella_sp,Eukaryota,SAR,Alveolata,Ciliophora
Wilbertomorpha_colpoda,Eukaryota,SAR,Alveolata,Ciliophora
Wilbertomorpha_sp,Eukaryota,SAR,Alveolata,Ciliophora
Zoothamnium_arbuscula,Eukaryota,SAR,Alveolata,Ciliophora
Zoothamnium_niveum,Eukaryota,SAR,Alveolata,Ciliophora
Zoothamnium_sp,Eukaryota,SAR,Alveolata,Ciliophora
Zosterodasys_sp,Eukaryota,SAR,Alveolata,Ciliophora
Alphamonas_edax,Eukaryota,SAR,Alveolata,Colpodellida
Chromera_velia,Eukaryota,SAR,Alveolata,Colpodellida
Colpodella_angusta,Eukaryota,SAR,Alveolata,Colpodellida
Colponema_vietnamica,Eukaryota,SAR,Alveolata,Colponemida
Colpodellida_sp,Eukaryota,SAR,Alveolata,Colpodellida
Colponemidia_sp_Colp_10,Eukaryota,SAR,Alveolata,Colponemida
Colponemidia_sp_Colp_15,Eukaryota,SAR,Alveolata,Colponemida
Piridium_sociabile,Eukaryota,SAR,Alveolata,Colpodellida
Vitrella_brassicaformis,Eukaryota,SAR,Alveolata,Colpodellida
Voromonas_pontica,Eukaryota,SAR,Alveolata,Colpodellida
Abediniales_sp,Eukaryota,SAR,Alveolata,Dinophyceae
Abedinium_dasypus,Eukaryota,SAR,Alveolata,Dinophyceae
