Taxon,Domain,Major_Clade,Minor_Clade,Shallow_Clade
Aulokleptes_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Aulosphaeridae_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Auranticordis_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Aurigamonas_solis,Eukaryota,SAR,Rhizaria,Cercozoa
Bigelowiella_longifila,Eukaryota,SAR,Rhizaria,Cercozoa
Bigelowiella_natans,Eukaryota,SAR,Rhizaria,Cercozoa
Brevimastigomonas_motovehiculus,Eukaryota,SAR,Rhizaria,Cercozoa
Brevimastigomonas_motovehiculus_v2,Eukaryota,SAR,Rhizaria,Cercozoa
Castanarium_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Cercomonas_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Cercozoa_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Chlorarachnion_reptans,Eukaryota,SAR,Rhizaria,Cercozoa
Cryomonadida_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Cryothecomonas_aestivalis,Eukaryota,SAR,Rhizaria,Cercozoa
Cryothecomonas_longipes,Eukaryota,SAR,Rhizaria,Cercozoa
Cryothecomonas_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Cyphoderia_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Discocelia_plataet,Eukaryota,SAR,Rhizaria,Cercozoa
Discomonas_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Ebria_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Ebria_tripartita,Eukaryota,SAR,Rhizaria,Cercozoa
Ebriida_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Euglypha_rotunda,Eukaryota,SAR,Rhizaria,Cercozoa
Euglypha_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Filosa_sp,Eukaryota,Opisthokonta,Metazoa,Protostomia
Fisculla_terrestris,Eukaryota,SAR,Rhizaria,Cercozoa
Glissomonadida_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Hedriocystis_pellucida,Eukaryota,SAR,Rhizaria,Cercozoa
Katarium_polorum,Eukaryota,SAR,Rhizaria,Cercozoa
Lirella_bullata,Eukaryota,SAR,Rhizaria,Cercozoa
Lotharella_amoeboformis,Eukaryota,SAR,Rhizaria,Cercozoa
Lotharella_globosa,Eukaryota,SAR,Rhizaria,Cercozoa
Lotharella_oceanica,Eukaryota,SAR,Rhizaria,Cercozoa
Marimonadida_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Norrisiella_sphaerica,Eukaryota,SAR,Rhizaria,Cercozoa
Orciraptor_agilis,Eukaryota,SAR,Rhizaria,Cercozoa
Partenskyella_glossopodia,Eukaryota,SAR,Rhizaria,Cercozoa
Phaeodaria_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Protaspa_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Protaspis_sp_SRP1,Eukaryota,SAR,Rhizaria,Cercozoa
Protocystis_acornis,Eukaryota,SAR,Rhizaria,Cercozoa
Protocystis_cf_acornis,Eukaryota,SAR,Rhizaria,Cercozoa
Protocystis_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Protocystis_triangularis,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_epiphylla,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_florae,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_kappa,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_karsteni,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_kyoshii,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_minus,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_pseudocylindrica,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_schuessleri,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_sp_B3_3_H1,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_sp_B4_2_H2,Eukaryota,SAR,Rhizaria,Cercozoa
Rhogostoma_tahiri,Eukaryota,SAR,Rhizaria,Cercozoa
Saccharomycomorpha_psychra,Eukaryota,SAR,Rhizaria,Cercozoa
Sandona_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Skiomonadea_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Thaumatomastix_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Thaumatomonadida_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Thecofilosea_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Tremula_cf_longifila,Eukaryota,SAR,Rhizaria,Cercozoa
Ventricleftida_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Ventrifissura_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Verrucomonas_bifida,Eukaryota,SAR,Rhizaria,Cercozoa
Verrucomonas_sp,Eukaryota,SAR,Rhizaria,Cercozoa
Ascetosporea_sp,Eukaryota,SAR,Rhizaria,Endomyxa
Bonamia_ostreae,Eukaryota,SAR,Rhizaria,Endomyxa
Gromiidae_sp,Eukaryota,SAR,Rhizaria,Endomyxa
Leptophrys_vorax,Eukaryota,SAR,Rhizaria,Endomyxa
Marteilia_pararefringens,Eukaryota,SAR,Rhizaria,Endomyxa
Maullinia_ectocarpi,Eukaryota,SAR,Rhizaria,Endomyxa
Mikrocytos_mackini,Eukaryota,SAR,Rhizaria,Endomyxa
Minchinia_chitonis,Eukaryota,SAR,Rhizaria,Endomyxa
Paramarteilia_canceri,Eukaryota,SAR,Rhizaria,Endomyxa
Plasmodiophora_brassicae,Eukaryota,SAR,Rhizaria,Endomyxa
Polymyxa_betae,Eukaryota,SAR,Rhizaria,Endomyxa
Spongospora_subterranea,Eukaryota,SAR,Rhizaria,Endomyxa
Acantharea_sp_A14,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_A22,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_A27,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_A35,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_A9,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_BRW_AA_W,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_F3b,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_GC128842,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_GC128848,Eukaryota,SAR,Rhizaria,Retaria
Acantharea_sp_GC128875,Eukaryota,SAR,Rhizaria,Retaria
Allogromia_arnoldii,Eukaryota,SAR,Rhizaria,Retaria
Ammodiscus_sp,Eukaryota,SAR,Rhizaria,Retaria
Ammonia_beccarii,Eukaryota,SAR,Rhizaria,Retaria
Ammonia_sp,Eukaryota,SAR,Rhizaria,Retaria
Ammonia_veneta,Eukaryota,SAR,Rhizaria,Retaria
Amphisorus_kudakajimaensis,Eukaryota,SAR,Rhizaria,Retaria
Amphistegina_lobifera,Eukaryota,SAR,Rhizaria,Retaria
Amphistegina_sp,Eukaryota,SAR,Rhizaria,Retaria
Aschemonella_monilis,Eukaryota,SAR,Rhizaria,Retaria
Baculogypsina_sphaerulata,Eukaryota,SAR,Rhizaria,Retaria
Bolivina_argentea,Eukaryota,SAR,Rhizaria,Retaria
Bolivina_costata,Eukaryota,SAR,Rhizaria,Retaria
Bolivina_plicata,Eukaryota,SAR,Rhizaria,Retaria
Bolivina_spissa,Eukaryota,SAR,Rhizaria,Retaria
Bolivinella_seminuda,Eukaryota,SAR,Rhizaria,Retaria
Calcarina_gaudichaudii,Eukaryota,SAR,Rhizaria,Retaria
Cancris_carmenensis,Eukaryota,SAR,Rhizaria,Retaria
Cassidulina_limbata,Eukaryota,SAR,Rhizaria,Retaria
Cercozoa_sp_SMB2,Eukaryota,SAR,Rhizaria,Cercozoa
Collozoum_sp,Eukaryota,SAR,Rhizaria,Retaria
Cribrostomoides_crassimargo,Eukaryota,SAR,Rhizaria,Retaria
Cymbaloporetta_bradyi,Eukaryota,SAR,Rhizaria,Retaria
Eggerelloides_scaber,Eukaryota,SAR,Rhizaria,Retaria
Elphidium_macellum,Eukaryota,SAR,Rhizaria,Retaria
Elphidium_margaritaceum,Eukaryota,SAR,Rhizaria,Retaria
Elphidium_sp,Eukaryota,SAR,Rhizaria,Retaria
Eucyrtidium_acuminatum,Eukaryota,SAR,Rhizaria,Retaria
Globigerinella_siphonifera,Eukaryota,SAR,Rhizaria,Retaria
Globigerinoides_ruber,Eukaryota,SAR,Rhizaria,Retaria
Globigerinoides_sacculifer,Eukaryota,SAR,Rhizaria,Retaria
Globobulimina_auriculata,Eukaryota,SAR,Rhizaria,Retaria
Globobulimina_pacifica,Eukaryota,SAR,Rhizaria,Retaria
Globobulimina_sp,Eukaryota,SAR,Rhizaria,Retaria
Globobulimina_turgida,Eukaryota,SAR,Rhizaria,Retaria
Haynesina_germanica,Eukaryota,SAR,Rhizaria,Retaria
Hippocrepina_indivisa,Eukaryota,SAR,Rhizaria,Retaria
Hippocrepinella_alba,Eukaryota,SAR,Rhizaria,Retaria
Hippocrepinella_hirudinea,Eukaryota,SAR,Rhizaria,Retaria
Lithomelissa_setosa,Eukaryota,SAR,Rhizaria,Retaria
Nonionella_auris,Eukaryota,SAR,Rhizaria,Retaria
Nonionella_stella,Eukaryota,SAR,Rhizaria,Retaria
Nonionellina_labradorica,Eukaryota,SAR,Rhizaria,Retaria
Nonionoides_turgida,Eukaryota,SAR,Rhizaria,Retaria
Notodendrodes_hyalinosphaira,Eukaryota,SAR,Rhizaria,Retaria
Psammina_sp,Eukaryota,SAR,Rhizaria,Retaria
Psammophaga_fuegia,Eukaryota,SAR,Rhizaria,Retaria
Psammophaga_sapela,Eukaryota,SAR,Rhizaria,Retaria
Pseudothurammina_limnetis,Eukaryota,SAR,Rhizaria,Retaria
Pseudowebbinella_goesi,Eukaryota,SAR,Rhizaria,Retaria
Quinqueloculina_jagosa,Eukaryota,SAR,Rhizaria,Retaria
Reophax_sp,Eukaryota,SAR,Rhizaria,Retaria
Reticulomyxa_filosa,Eukaryota,SAR,Rhizaria,Retaria
Rosalina_sp,Eukaryota,SAR,Rhizaria,Retaria
Saccamminidae_sp,Eukaryota,SAR,Rhizaria,Retaria
Shinkaiya_lindsayi,Eukaryota,SAR,Rhizaria,Retaria
Sorites_sp,Eukaryota,SAR,Rhizaria,Retaria
Spiroplectammina_sp,Eukaryota,SAR,Rhizaria,Retaria
Sticholonche_zanclea,Eukaryota,SAR,Rhizaria,Retaria
Textularia_pseudogramen,Eukaryota,SAR,Rhizaria,Retaria
Thalassicolla_nucleata,Eukaryota,SAR,Rhizaria,Retaria
Toxisarcon_taimyr,Eukaryota,SAR,Rhizaria,Retaria
Triloculina_sp,Eukaryota,SAR,Rhizaria,Retaria
Trochammina_inflata,Eukaryota,SAR,Rhizaria,Retaria
Trochammina_sp,Eukaryota,SAR,Rhizaria,Retaria
Uvigerina_striata,Eukaryota,SAR,Rhizaria,Retaria
Valvulineria_inflata,Eukaryota,SAR,Rhizaria,Retaria
Hyphochytrium_catenoides,Eukaryota,SAR,Stramenopiles,Hyphochytriomycetes
Glossomastix_chrysoplasta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Phaeomonas_parva,Eukaryota,SAR,Stramenopiles,Ochrophyta
Pinguiococcus_pyrenoidosus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chattonella_marina,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chattonella_subsalsa,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fibrocapsa_japonica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Gonyostomum_semen,Eukaryota,SAR,Stramenopiles,Ochrophyta
Heterosigma_akashiwo,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chlamydomyxa_montana,Eukaryota,SAR,Stramenopiles,Ochrophyta
Mallomonas_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Ochromonadaceae_sp_CCMP2298,Eukaryota,SAR,Stramenopiles,Ochrophyta
Poterioochromonas_malhamensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Poterioochromonas_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Poterioochromonas_sp_DS,Eukaryota,SAR,Stramenopiles,Ochrophyta
Synura_petersenii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Synura_sp_LO234KE,Eukaryota,SAR,Stramenopiles,Ochrophyta
Actinophrys_sol,Eukaryota,SAR,Stramenopiles,Actinophryidae
Actinosphaerium_sp,Eukaryota,SAR,Stramenopiles,Actinophryidae
Acanthoceras_zachariasii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Achnanthes_adnata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Achnanthes_aff_curvirostrum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Achnanthes_kuwaitensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Achnanthidium_minutissimum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Achnanthidium_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Actinocyclus_cf_tenuissimus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Actinocyclus_subtilis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Actinoptychus_splendens,Eukaryota,SAR,Stramenopiles,Ochrophyta
Amphiprora_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Amphora_coffeiformis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Amphora_laevissima,Eukaryota,SAR,Stramenopiles,Ochrophyta
Amphora_obtusa_var_crassa,Eukaryota,SAR,Stramenopiles,Ochrophyta
Anorthoneis_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Ardissoneopsis_appressata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Astartiella_chunlianlii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Asterionella_formosa,Eukaryota,SAR,Stramenopiles,Ochrophyta
Asterionellopsis_glacialis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Astrosyne_radiata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Attheya_longicornis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Attheya_septentrionalis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Aulacodiscus_kittonii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Aulacoseira_aff_ambigua,Eukaryota,SAR,Stramenopiles,Ochrophyta
Aulacoseira_subarctica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Auricula_intermedia,Eukaryota,SAR,Stramenopiles,Ochrophyta
Bacillaria_paxillifer,Eukaryota,SAR,Stramenopiles,Ochrophyta
Bacterosira_constricta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Bellerochea_horologicalis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Bellerochea_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Bellerochea_yucatanensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Berkeleya_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Biddulphiella_tridens,Eukaryota,SAR,Stramenopiles,Ochrophyta
Biremis_ambigua,Eukaryota,SAR,Stramenopiles,Ochrophyta
Brockmanniella_brockmannii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Caloneis_linearis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Campylodiscus_clypeus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Campylosira_cymbelliformis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Castoridens_striata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cerataulina_dentata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cerataulina_pelagica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cerataulus_turgidus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_affinis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_brevis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_constrictus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_curvisetus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_danicus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_debilis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_decipiens,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_diadema,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_dichaeta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_didymus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_muelleri,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_peruvianus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_protuberans,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_simplex,Eukaryota,SAR,Stramenopiles,Ochrophyta
Chaetoceros_tenuissimus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cocconeis_neothumensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Conticribra_guillardii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Conticribra_weissflogii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Corethron_pennatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Coronia_aff_decora,Eukaryota,SAR,Stramenopiles,Ochrophyta
Coscinodiscus_concinnus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Coscinodiscus_wailesii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Craspedostauros_australis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Craspedostauros_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Craticula_ambigua,Eukaryota,SAR,Stramenopiles,Ochrophyta
Ctenophora_pulchella,Eukaryota,Opisthokonta,Metazoa,Ctenophora
Cyclophora_tabellariformis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclophora_tenuis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclostephanos_invisitatus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclotella_baltica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclotella_choctawhatcheeana,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclotella_cryptica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclotella_nana,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cyclotella_striata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cylindrotheca_closterium,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cymatosira_belgica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cymbella_tumida,Eukaryota,SAR,Stramenopiles,Ochrophyta
Cymbellonitzschia_banzuensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Dactyliosolen_fragilissimus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Decussiphycus_placenta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Delphineis_minutissima,Eukaryota,SAR,Stramenopiles,Ochrophyta
Denticula_valida,Eukaryota,SAR,Stramenopiles,Ochrophyta
Detonula_confervacea,Eukaryota,SAR,Stramenopiles,Ochrophyta
Detonula_pumila,Eukaryota,SAR,Stramenopiles,Ochrophyta
Diadesmis_confervacea,Eukaryota,SAR,Stramenopiles,Ochrophyta
Diatoma_tenuis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Dimeregramma_cf_minus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Diploneis_parca,Eukaryota,SAR,Stramenopiles,Ochrophyta
Diploneis_smithii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Diprora_haenaensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Discostella_pseudostelligera,Eukaryota,SAR,Stramenopiles,Ochrophyta
Discostella_stelligera,Eukaryota,SAR,Stramenopiles,Ochrophyta
Discostella_stelligeroides,Eukaryota,SAR,Stramenopiles,Ochrophyta
Ditylum_brightwellii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Donkinia_baltica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Encyonema_lunatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Encyonopsis_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Endictya_oceanica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Entomoneis_paludosa,Eukaryota,SAR,Stramenopiles,Ochrophyta
Entomoneis_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Entomoneis_vertebralis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Epithema_clementina,Eukaryota,Archaeplastida,Chloroplastida,Embryophyta
Epithemia_catenata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Epithemia_pelagica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Epithemia_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Eucampia_antarctica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Eucampia_cornuta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Eunotia_bilunaris,Eukaryota,SAR,Stramenopiles,Ochrophyta
Eunotia_naegelii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Eunotogramma_lunatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Extubocellulus_spinifer,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fallacia_pygmaea,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fistulifera_solaris,Eukaryota,SAR,Stramenopiles,Ochrophyta
Florella_pascuensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fragilaria_construens,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fragilaria_crotonensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fragilaria_radians,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fragilariforma_virescens,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fragilariopsis_cylindrus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Fragilariopsis_kerguelensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Geissleria_decussis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Gomphonema_graciledictum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Gomphonema_subclavatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Grammatophora_macilenta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Grammatophora_oceanica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Grammatophora_undulata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Grammonema_striatula,Eukaryota,SAR,Stramenopiles,Ochrophyta
Guinardia_striata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Gyrosigma_fasciola,Eukaryota,SAR,Stramenopiles,Ochrophyta
Haslea_ostrearia,Eukaryota,SAR,Stramenopiles,Ochrophyta
Helicotheca_tamesis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Hemiaulus_sinensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Hippodonta_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Hobaniella_longicruris,Eukaryota,SAR,Stramenopiles,Ochrophyta
Iconella_curvula,Eukaryota,SAR,Stramenopiles,Ochrophyta
Kolbesia_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Lauderia_annulata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Leptocylindrus_aporus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Leptocylindrus_danicus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Leyanella_arenaria,Eukaryota,SAR,Stramenopiles,Ochrophyta
Licmophora_graphis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Licmophora_paradoxa,Eukaryota,SAR,Stramenopiles,Ochrophyta
Lineaperpetua_lacustris,Eukaryota,SAR,Stramenopiles,Ochrophyta
Lithodesmium_intricatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Lithodesmium_undulatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Lucanicum_concatenatum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Mastodiscus_radiatus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Mastogloia_exigua,Eukaryota,SAR,Stramenopiles,Ochrophyta
Mastogloia_fimbriata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Mayamaea_pseudoterrestris,Eukaryota,SAR,Stramenopiles,Ochrophyta
Mediolabrus_comicus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Melosira_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Meridion_circulare,Eukaryota,SAR,Stramenopiles,Ochrophyta
Microtabella_interrupta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Minidiscus_spinulatus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Minidiscus_trioculatus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Minidiscus_variabilis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Minutocellus_polymorphus,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nanofrustulum_shiloi,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nanofrustulum_trainorii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nanofrustulum_wachnickianum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_aff_emendata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_aff_normalis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_avium,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_cryptocephala,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_peregrina,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_platyventris,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_pseudotenelloides,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_radiosa,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_rusticensis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_salinarum,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_sp,Eukaryota,SAR,Stramenopiles,Ochrophyta
Navicula_veneta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Naviculales_sp_RCC2677,Eukaryota,SAR,Stramenopiles,Ochrophyta
Neidium_longiceps,Eukaryota,SAR,Stramenopiles,Ochrophyta
Neobrightwellia_alternans,Eukaryota,SAR,Stramenopiles,Ochrophyta
Neobrightwellia_sculpta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Neodelphineis_silenda,Eukaryota,SAR,Stramenopiles,Ochrophyta
Neofragilaria_nicobarica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_captiva,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_cf_biundulata,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_frigida,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_inconspicua,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_laevis,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_palea,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_perminuta,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_putrida,Eukaryota,SAR,Stramenopiles,Ochrophyta
Nitzschia_sp_Nitz4,Eukaryota,SAR,Stramenopiles,Ochrophyta
Odontella_aurita,Eukaryota,SAR,Stramenopiles,Ochrophyta
Odontella_turgida,Eukaryota,SAR,Stramenopiles,Ochrophyta
Opephora_pacifica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Orizaformis_holarctica,Eukaryota,SAR,Stramenopiles,Ochrophyta
Orthoseira_roeseana,Eukaryota,SAR,Stramenopiles,Ochrophyta
Papiliocellulus_elegans,Eukaryota,SAR,Stramenopiles,Ochrophyta
Paralia_ehrmanii,Eukaryota,SAR,Stramenopiles,Ochrophyta
Paralia_guyana,Eukaryota,SAR,Stramenopiles,Ochrophyta
